frame,track_id,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf
3,2,142.33065795898438,193.97702026367188,0.973311722278595,151.0546875,186.6066131591797,0.9176281690597534,133.84616088867188,186.93365478515625,0.933567464351654,164.015380859375,196.67857360839844,0.7011187076568604,122.8850326538086,197.2109832763672,0.7712392807006836,183.56336975097656,252.853271484375,0.9860997796058655,105.84522247314453,254.09934997558594,0.9935925602912903,211.55050659179688,318.367431640625,0.9450005292892456,77.22007751464844,319.7275695800781,0.9752300381660461,222.1792755126953,380.12701416015625,0.921451210975647,52.1158332824707,380.3972473144531,0.9563618302345276,172.70388793945312,375.482177734375,0.984209418296814,121.9959716796875,375.5384826660156,0.9885814785957336,172.85438537597656,456.4347229003906,0.9372295141220093,111.37763214111328,457.41876220703125,0.9557136297225952,175.93272399902344,514.9802856445312,0.7670686841011047,111.04879760742188,519.0606079101562,0.8111451268196106
3,3,320.3689270019531,190.76165771484375,0.9594802260398865,328.6803894042969,184.25595092773438,0.8924465179443359,313.636474609375,184.54261779785156,0.8810679912567139,343.4642639160156,193.0873565673828,0.7346181869506836,306.55242919921875,193.7996826171875,0.6511832475662231,364.244384765625,245.09214782714844,0.9920781254768372,291.4071960449219,247.34927368164062,0.9916067123413086,388.48193359375,310.64825439453125,0.9730104207992554,265.4383544921875,313.92950439453125,0.9701612591743469,402.6607971191406,371.2210388183594,0.9501569867134094,248.7120819091797,377.7208251953125,0.9460370540618896,352.1371765136719,357.7720947265625,0.994087815284729,304.6923522949219,358.3787841796875,0.9938725233078003,353.5218505859375,429.17962646484375,0.9769154787063599,291.62652587890625,429.6081237792969,0.9769015908241272,358.6838073730469,498.85308837890625,0.8994016647338867,290.02978515625,500.8221435546875,0.900778591632843
4,1,642.5468139648438,117.58743286132812,0.9650193452835083,654.4725341796875,108.35137939453125,0.9584810733795166,633.01708984375,107.25715637207031,0.808028519153595,674.3367919921875,117.7474594116211,0.9159302711486816,625.6015625,115.76605224609375,0.4099101424217224,689.351806640625,183.21578979492188,0.9961766004562378,624.5541381835938,180.64695739746094,0.9581722021102905,707.55322265625,258.7091979980469,0.989740252494812,630.8174438476562,253.28713989257812,0.7739561200141907,635.0046997070312,273.2275695800781,0.9770864844322205,598.7342529296875,287.3358154296875,0.7850214838981628,666.5681762695312,336.4412841796875,0.9845644235610962,624.882080078125,332.6997375488281,0.949698269367218,670.6175537109375,469.16595458984375,0.915068507194519,645.6923217773438,465.0447692871094,0.7688987255096436,682.24365234375,566.0,0.5141516327857971,667.46533203125,563.6131591796875,0.3339483141899109
4,2,142.33056640625,193.97140502929688,0.9732738137245178,151.053955078125,186.60293579101562,0.9174709916114807,133.85202026367188,186.9302978515625,0.9334994554519653,164.00929260253906,196.67349243164062,0.7007636427879333,122.89041137695312,197.20408630371094,0.7712041139602661,183.54347229003906,252.83367919921875,0.986091673374176,105.82643127441406,254.08616638183594,0.9935949444770813,211.53041076660156,318.3186340332031,0.9449982047080994,77.21127319335938,319.70391845703125,0.9752600789070129,222.19357299804688,380.0987548828125,0.9214720726013184,52.15749740600586,380.3919677734375,0.9564113020896912,172.65835571289062,375.453125,0.9842413067817688,121.95022583007812,375.5154113769531,0.9886094331741333,172.81475830078125,456.3876037597656,0.9374090433120728,111.33586120605469,457.38372802734375,0.9558625817298889,175.91795349121094,514.969970703125,0.7677028775215149,111.03221893310547,519.06884765625,0.8117323517799377
4,3,320.4410095214844,190.60586547851562,0.9598782062530518,328.7456970214844,184.13748168945312,0.8926159143447876,313.7005310058594,184.42575073242188,0.8832612633705139,343.4154052734375,193.0667724609375,0.732928454875946,306.5182800292969,193.76611328125,0.6565244197845459,364.0289001464844,245.05465698242188,0.9919997453689575,291.3500671386719,247.3599090576172,0.9917340278625488,388.2723693847656,310.4551086425781,0.9725208282470703,265.43145751953125,313.8403015136719,0.9705838561058044,402.3743896484375,371.08477783203125,0.9494756460189819,248.6009521484375,377.7071228027344,0.9465904831886292,352.0594177246094,357.39617919921875,0.9940332770347595,304.7171325683594,358.06494140625,0.9938932657241821,353.5013732910156,428.8419494628906,0.9768064022064209,291.73223876953125,429.4526062011719,0.9770699739456177,358.8297119140625,498.584716796875,0.8993154168128967,290.3289794921875,500.8768005371094,0.9013972282409668
5,1,642.2361450195312,117.97883605957031,0.9657451510429382,654.0137329101562,108.47711181640625,0.958469569683075,632.5709228515625,107.55406951904297,0.8134027719497681,673.9949340820312,117.41011047363281,0.9151430726051331,625.5502319335938,115.83901977539062,0.42027053236961365,690.1127319335938,183.37789916992188,0.9961289167404175,625.1688232421875,180.6787109375,0.9605244994163513,707.2144775390625,258.3226623535156,0.989355742931366,629.5335083007812,253.52557373046875,0.7842226028442383,630.0482788085938,260.6590881347656,0.9761014580726624,594.8342895507812,280.5095520019531,0.7913795113563538,668.6709594726562,338.6473693847656,0.9841471910476685,626.7864990234375,334.62298583984375,0.9503929018974304,671.313720703125,471.44061279296875,0.9115996956825256,646.5392456054688,466.9715576171875,0.768395185470581,682.4458618164062,566.0,0.501487672328949,667.8695678710938,563.4481811523438,0.32877621054649353
5,2,142.32131958007812,193.97828674316406,0.9732003211975098,151.03970336914062,186.60275268554688,0.9173036813735962,133.84153747558594,186.93321228027344,0.9333023428916931,163.99012756347656,196.6669464111328,0.7006195187568665,122.88280487060547,197.2088623046875,0.7707744240760803,183.57150268554688,252.8550567626953,0.9860690832138062,105.79071807861328,254.11830139160156,0.9935740828514099,211.55905151367188,318.41656494140625,0.944976270198822,77.20047760009766,319.77154541015625,0.9751974940299988,222.12127685546875,380.2174072265625,0.92141193151474,52.09748840332031,380.3721618652344,0.9563092589378357,172.6436767578125,375.5939025878906,0.9841870665550232,121.88490295410156,375.65216064453125,0.9885608553886414,172.87960815429688,456.5805358886719,0.9370405077934265,111.27922058105469,457.5450134277344,0.9555618762969971,176.00001525878906,515.0748291015625,0.7663647532463074,110.95841979980469,519.1145629882812,0.8104971051216125
5,3,320.3426208496094,190.52523803710938,0.9584594964981079,328.6334228515625,183.9925537109375,0.888991117477417,313.5281066894531,184.36302185058594,0.8786760568618774,343.44976806640625,192.93084716796875,0.7290971279144287,306.3395690917969,193.82803344726562,0.6492679715156555,364.35894775390625,245.02552795410156,0.991953432559967,291.2174377441406,247.37791442871094,0.9916336536407471,388.7876281738281,310.6524658203125,0.9728329181671143,265.2940368652344,313.932861328125,0.970695436000824,403.0557556152344,371.0881042480469,0.9501221776008606,248.3929443359375,377.7774963378906,0.946949303150177,352.2640686035156,357.6496276855469,0.9941906929016113,304.6023254394531,358.32562255859375,0.9940372705459595,353.62664794921875,428.6011962890625,0.9775261878967285,291.51702880859375,429.22698974609375,0.9777315258979797,358.994384765625,498.3773498535156,0.9023122787475586,290.18572998046875,500.666748046875,0.9042210578918457
6,1,641.9342041015625,119.13695526123047,0.9719201922416687,653.7488403320312,109.83348083496094,0.953742504119873,632.7168579101562,108.90621948242188,0.8754700422286987,675.180908203125,118.79592895507812,0.8816955089569092,626.9677734375,116.77257537841797,0.5431766510009766,690.2288818359375,186.287841796875,0.9945684671401978,624.8983764648438,178.51747131347656,0.978097677230835,705.3737182617188,262.0332946777344,0.9822547435760498,621.6436157226562,255.2337188720703,0.8867491483688354,646.395263671875,240.1017608642578,0.9658936858177185,599.9481201171875,283.88720703125,0.8721327781677246,671.0433349609375,337.4238586425781,0.9832131862640381,628.7119750976562,331.7480773925781,0.9668819904327393,672.8822631835938,470.310791015625,0.9142007231712341,649.4429321289062,462.2218322753906,0.8472297191619873,684.4971313476562,566.0,0.5300809144973755,668.8351440429688,564.7865600585938,0.43057122826576233
6,2,142.09341430664062,194.3706512451172,0.9731983542442322,150.81077575683594,187.00083923339844,0.9171764850616455,133.68666076660156,187.3292999267578,0.9332596659660339,163.85577392578125,196.88124084472656,0.7011358737945557,122.88346862792969,197.42010498046875,0.7709558010101318,183.55323791503906,252.6783905029297,0.9861998558044434,105.85636138916016,254.0209503173828,0.993696391582489,211.65652465820312,318.00244140625,0.9453200101852417,77.23017883300781,319.5446472167969,0.9757083058357239,222.203857421875,379.993408203125,0.9219661951065063,52.000701904296875,380.07452392578125,0.9570744037628174,172.66357421875,374.7104797363281,0.9847642779350281,121.9990234375,374.78533935546875,0.9890424609184265,173.0511932373047,455.1746520996094,0.9403550028800964,111.57086181640625,456.1529846191406,0.9582303166389465,175.96734619140625,514.042724609375,0.7785339951515198,111.3173599243164,518.2151489257812,0.8217034935951233
6,3,320.14459228515625,190.54376220703125,0.9574873447418213,328.40997314453125,184.0419464111328,0.8873478770256042,313.39593505859375,184.38583374023438,0.8732010126113892,343.3170471191406,192.93798828125,0.7321413159370422,306.33551025390625,193.78411865234375,0.6398961544036865,364.606689453125,244.7883758544922,0.9924762845039368,291.4227294921875,247.07298278808594,0.9918161034584045,390.1573791503906,310.57916259765625,0.9749032855033875,265.43487548828125,313.760498046875,0.9713871479034424,404.66302490234375,370.7683410644531,0.9533073306083679,248.56680297851562,377.5793762207031,0.9482443928718567,352.8250427246094,356.6598815917969,0.9950432777404785,305.20660400390625,357.3016052246094,0.9947994947433472,353.8183288574219,427.45672607421875,0.9815549254417419,291.9626159667969,428.29217529296875,0.9813847541809082,358.8190002441406,498.2613525390625,0.9192408919334412,290.5425109863281,500.9903564453125,0.9200445413589478
7,1,642.9609985351562,121.21266174316406,0.9729985594749451,654.81396484375,111.82852172851562,0.9476823210716248,633.2830200195312,110.6345443725586,0.8949794769287109,675.7490844726562,119.69976806640625,0.8532445430755615,627.10302734375,116.67788696289062,0.6175609827041626,686.3274536132812,184.20252990722656,0.9933688044548035,627.0530395507812,174.70909118652344,0.983191192150116,696.9837036132812,252.06809997558594,0.9770516753196716,625.3492431640625,252.22865295410156,0.9172787666320801,642.129638671875,210.75149536132812,0.9574660658836365,599.726806640625,283.2572021484375,0.897733747959137,669.6151733398438,336.0409240722656,0.9826489686965942,630.0313110351562,329.5484619140625,0.9728220701217651,672.4510498046875,469.06201171875,0.915912389755249,649.1527099609375,458.6363220214844,0.8778544068336487,686.146484375,566.0,0.5506171584129333,667.3194580078125,563.8291625976562,0.4894101917743683
7,2,142.17990112304688,194.33424377441406,0.973269522190094,150.90115356445312,186.9619598388672,0.9172053933143616,133.73190307617188,187.28810119628906,0.9335334897041321,163.9027099609375,196.86770629882812,0.7002713680267334,122.80961608886719,197.40733337402344,0.7715381383895874,183.5115509033203,252.71499633789062,0.9861802458763123,105.78935241699219,254.06417846679688,0.9937000274658203,211.61073303222656,318.0850830078125,0.9452649354934692,77.110595703125,319.6395568847656,0.9757452607154846,222.0948028564453,379.9405822753906,0.9219919443130493,51.80756378173828,380.17236328125,0.9571834206581116,172.65560913085938,374.8705749511719,0.9847638010978699,121.957763671875,374.9685974121094,0.9890519976615906,173.0261688232422,455.4709167480469,0.9403678774833679,111.53749084472656,456.6006774902344,0.9582715034484863,175.7697296142578,514.4353637695312,0.7782508730888367,111.0742416381836,518.8612670898438,0.8214923143386841
7,3,320.0738525390625,190.37901306152344,0.9576340317726135,328.4715270996094,183.9064483642578,0.8878671526908875,313.3111877441406,184.19015502929688,0.8729902505874634,343.61639404296875,192.9020233154297,0.7332682609558105,306.17071533203125,193.61415100097656,0.637884259223938,364.87139892578125,244.73016357421875,0.9925776124000549,291.1289367675781,247.0294189453125,0.9919003248214722,390.240234375,310.3912658691406,0.9753166437149048,265.03143310546875,313.8004455566406,0.9717206954956055,404.55548095703125,370.7433776855469,0.9540572762489319,248.15670776367188,377.70391845703125,0.9488597512245178,353.0401611328125,356.44671630859375,0.9952291250228882,305.0250549316406,357.0874328613281,0.9949856996536255,354.0566101074219,426.8800048828125,0.982444703578949,291.4846496582031,427.7421569824219,0.9822583198547363,358.76751708984375,498.0853271484375,0.9231699705123901,290.21453857421875,501.0116271972656,0.9238966107368469
8,1,643.2222900390625,120.76473999023438,0.9747728705406189,655.8564453125,111.35002899169922,0.9462267756462097,633.2662353515625,109.86076354980469,0.9084069132804871,677.8408203125,119.38827514648438,0.8338469862937927,626.3692016601562,115.65483093261719,0.6438552141189575,685.2278442382812,183.2971954345703,0.9923543930053711,625.6926879882812,173.3146209716797,0.985196590423584,688.968017578125,244.5887908935547,0.9732689261436462,621.4110717773438,251.3631134033203,0.9309312105178833,642.0665283203125,188.11529541015625,0.9524508714675903,600.7296752929688,280.6710510253906,0.9110825657844543,670.6320190429688,336.52056884765625,0.9815834164619446,630.2246704101562,330.0228271484375,0.9746957421302795,672.8447875976562,469.4586181640625,0.9127368330955505,649.2527465820312,457.8770446777344,0.8870908617973328,686.0430908203125,566.0,0.5471578240394592,666.4617309570312,563.4623413085938,0.5065726041793823
8,2,142.22280883789062,194.30567932128906,0.9731371998786926,150.94480895996094,186.94830322265625,0.9168193936347961,133.79464721679688,187.25108337402344,0.933241069316864,163.91490173339844,196.88204956054688,0.6995284557342529,122.8652114868164,197.36012268066406,0.7710953950881958,183.49935913085938,252.75511169433594,0.9861333966255188,105.73754119873047,254.03030395507812,0.9936650991439819,211.60195922851562,318.1307067871094,0.9451935887336731,77.11510467529297,319.6199951171875,0.975642204284668,222.10520935058594,379.96197509765625,0.9218772053718567,51.99876403808594,380.25640869140625,0.9570245146751404,172.58599853515625,375.0068054199219,0.9846739768981934,121.8580551147461,375.07562255859375,0.9889727234840393,173.0103759765625,455.6503601074219,0.9398501515388489,111.4713363647461,456.7000732421875,0.9578458666801453,175.80728149414062,514.5491333007812,0.7764502763748169,111.0802001953125,518.861083984375,0.8198138475418091
8,3,320.05487060546875,190.4191131591797,0.957378089427948,328.4302673339844,183.9095001220703,0.8876572847366333,313.2445373535156,184.2374267578125,0.8713467717170715,343.6358947753906,192.8495635986328,0.734245777130127,306.10479736328125,193.6846160888672,0.6344326734542847,364.9250793457031,244.70606994628906,0.9926910996437073,291.2366943359375,247.03465270996094,0.9918801188468933,390.062255859375,310.48431396484375,0.9758362174034119,265.1262512207031,313.8003845214844,0.9716683030128479,404.1906433105469,370.71026611328125,0.9548525810241699,248.2338104248047,377.66595458984375,0.9489034414291382,353.1377258300781,356.41204833984375,0.9953734278678894,305.1325378417969,357.06317138671875,0.9950945377349854,354.1279296875,426.66363525390625,0.9830691814422607,291.5556335449219,427.586181640625,0.9827461242675781,358.796142578125,497.7984313964844,0.9258169531822205,290.0709533691406,500.76953125,0.926148533821106
9,1,644.3739013671875,120.48807525634766,0.9756170511245728,657.4351806640625,110.70040893554688,0.943439781665802,633.17236328125,109.48262023925781,0.9179947972297668,678.781494140625,120.27665710449219,0.8128070831298828,623.8956298828125,117.51478576660156,0.6767724752426147,683.5101318359375,183.77499389648438,0.9912731051445007,624.2435302734375,178.9559783935547,0.986393392086029,683.8035888671875,236.8550262451172,0.9689024090766907,621.9426879882812,258.5453796386719,0.9380475878715515,641.994873046875,173.61927795410156,0.9461712837219238,598.176513671875,279.0156555175781,0.9178290963172913,671.4220581054688,338.18402099609375,0.9790865778923035,630.9771728515625,333.8568420410156,0.97404545545578,673.56689453125,469.6948547363281,0.9013209939002991,650.2545166015625,459.7255859375,0.8830611705780029,684.5989990234375,566.0,0.5169066786766052,666.8497924804688,564.3009033203125,0.4905969202518463
9,2,142.2959747314453,194.1438751220703,0.9735493063926697,151.0308837890625,186.84405517578125,0.9180554747581482,133.8604278564453,187.1241912841797,0.9342409372329712,163.94358825683594,196.8275146484375,0.7016818523406982,122.82508087158203,197.27847290039062,0.7728700637817383,183.3971710205078,252.5092010498047,0.9863482713699341,105.65909576416016,253.94578552246094,0.993739128112793,211.54335021972656,317.4094543457031,0.945721447467804,76.92938232421875,319.488037109375,0.9757512807846069,222.00692749023438,379.1843566894531,0.9225274920463562,51.71788787841797,380.3425598144531,0.9572256803512573,172.43191528320312,374.3349914550781,0.9849867224693298,121.76277160644531,374.4683532714844,0.9891751408576965,172.79632568359375,455.3451232910156,0.9414975047111511,111.55486297607422,456.54071044921875,0.9589410424232483,175.3181915283203,514.5160522460938,0.781644880771637,111.09588623046875,519.0805053710938,0.8240174651145935
9,3,320.07440185546875,190.2299041748047,0.9571828842163086,328.43719482421875,183.78482055664062,0.8856866359710693,313.2439880371094,184.11184692382812,0.8726445436477661,343.5699462890625,192.90882873535156,0.729513943195343,306.05950927734375,193.73526000976562,0.6399919986724854,364.9688415527344,244.8340301513672,0.9924604296684265,291.1595458984375,247.1285400390625,0.9920617341995239,389.8445739746094,310.771240234375,0.9748439192771912,264.8084716796875,313.92340087890625,0.9724847674369812,403.5586853027344,371.1659851074219,0.9533945918083191,247.4720916748047,377.6239013671875,0.9498863816261292,353.2872009277344,356.7134094238281,0.9952735304832458,305.253173828125,357.2948303222656,0.9951245188713074,353.52593994140625,427.22509765625,0.9827341437339783,291.4291076660156,427.9565124511719,0.9828577041625977,357.6868896484375,498.520751953125,0.9246719479560852,290.12060546875,501.3013000488281,0.9262275695800781
10,1,645.996337890625,116.92121124267578,0.9751087427139282,658.79931640625,107.77754974365234,0.9468387365341187,634.8187255859375,106.73108673095703,0.9051530361175537,679.3746948242188,120.22325897216797,0.8371902704238892,626.22802734375,118.44345092773438,0.6589607000350952,683.15869140625,183.04576110839844,0.9927958846092224,624.0679931640625,180.77133178710938,0.9879195690155029,680.597412109375,231.03663635253906,0.9741054177284241,621.0541381835938,256.36083984375,0.9351405501365662,642.0045776367188,171.0581512451172,0.9539225697517395,600.2278442382812,280.25103759765625,0.9112734198570251,671.0856323242188,342.0012512207031,0.98598712682724,630.3719482421875,338.9322509765625,0.980442225933075,673.0352172851562,475.5461730957031,0.9173561930656433,646.6170043945312,465.9833984375,0.8899573683738708,684.7576904296875,566.0,0.5462871789932251,666.7869873046875,565.6720581054688,0.5018510818481445
